$GPGGA,180453.507,3246.6265,N,11704.2109,W,1,08,1.3,152.1,M,-34.8,M,,0000*65
$GPGGA,180454.507,3246.6271,N,11704.2115,W,1,08,1.3,154.1,M,-34.8,M,,0000*6C
$GPGGA,180455.507,3246.6272,N,11704.2121,W,1,08,1.3,153.7,M,-34.8,M,,0000*68
$GPGGA,180456.507,3246.6271,N,11704.2142,W,1,08,1.3,162.2,M,-34.8,M,,0000*6A
$GPGGA,180457.507,3246.6268,N,11704.2159,W,1,08,1.3,166.1,M,-34.8,M,,0000*6E
$GPGGA,180458.507,3246.6264,N,11704.2163,W,1,08,1.3,165.2,M,-34.8,M,,0000*64
$GPGGA,180459.507,3246.6264,N,11704.2170,W,1,08,1.3,166.5,M,-34.8,M,,0000*63
$GPGGA,180500.507,3246.6264,N,11704.2174,W,1,08,1.3,165.5,M,-34.8,M,,0000*69
$GPGGA,180501.507,3246.6264,N,11704.2176,W,1,08,1.3,166.0,M,-34.8,M,,0000*6C
$GPGGA,180502.507,3246.6264,N,11704.2182,W,1,08,1.3,163.2,M,-34.8,M,,0000*63
$GPGGA,180503.507,3246.6264,N,11704.2194,W,1,08,1.3,161.9,M,-34.8,M,,0000*6C
$GPGGA,180504.507,3246.6267,N,11704.2197,W,1,08,1.3,160.5,M,-34.8,M,,0000*66
$GPGGA,180505.507,3246.6268,N,11704.2204,W,1,08,1.3,161.2,M,-34.8,M,,0000*67
$GPGGA,180506.507,3246.6268,N,11704.2208,W,1,08,1.3,159.9,M,-34.8,M,,0000*68
$GPGGA,180507.507,3246.6272,N,11704.2214,W,1,08,1.3,160.3,M,-34.8,M,,0000*6F
$GPGGA,180508.507,3246.6274,N,11704.2224,W,1,08,1.3,160.5,M,-34.8,M,,0000*63
$GPGGA,180509.507,3246.6274,N,11704.2233,W,1,08,1.3,162.1,M,-34.8,M,,0000*62
$GPGGA,180510.507,3246.6274,N,11704.2237,W,1,08,1.3,160.4,M,-34.8,M,,0000*69
$GPGGA,180511.507,3246.6275,N,11704.2239,W,1,08,1.3,161.8,M,-34.8,M,,0000*6A
$GPGGA,180512.507,3246.6277,N,11704.2255,W,1,08,1.3,165.3,M,-34.8,M,,0000*6E
$GPGGA,180513.507,3246.6277,N,11704.2260,W,1,08,1.3,165.5,M,-34.8,M,,0000*6F
$GPGGA,180514.507,3246.6281,N,11704.2264,W,1,09,1.2,164.3,M,-34.8,M,,0000*62
$GPGGA,180515.507,3246.6284,N,11704.2267,W,1,08,1.3,163.3,M,-34.8,M,,0000*62
$GPGGA,180516.507,3246.6284,N,11704.2280,W,1,08,1.3,161.2,M,-34.8,M,,0000*6B
$GPGGA,180517.507,3246.6280,N,11704.2278,W,1,09,1.2,159.4,M,-34.8,M,,0000*64
$GPGGA,180518.507,3246.6281,N,11704.2289,W,1,08,1.3,162.9,M,-34.8,M,,0000*61
$GPGGA,180519.507,3246.6283,N,11704.2302,W,1,09,1.1,164.3,M,-34.8,M,,0000*6F
$GPGGA,180520.507,3246.6283,N,11704.2310,W,1,08,1.3,163.2,M,-34.8,M,,0000*63
$GPGGA,180521.507,3246.6273,N,11704.2326,W,1,08,1.3,163.5,M,-34.8,M,,0000*6F
$GPGGA,180522.507,3246.6271,N,11704.2334,W,1,09,1.2,163.2,M,-34.8,M,,0000*6A
$GPGGA,180523.507,3246.6270,N,11704.2342,W,1,09,1.2,163.1,M,-34.8,M,,0000*68
$GPGGA,180524.507,3246.6264,N,11704.2347,W,1,09,1.2,162.9,M,-34.8,M,,0000*66
$GPGGA,180525.507,3246.6259,N,11704.2343,W,1,09,1.1,162.0,M,-34.8,M,,0000*67
$GPGGA,180526.507,3246.6258,N,11704.2342,W,1,08,1.4,162.0,M,-34.8,M,,0000*60
$GPGGA,180527.507,3246.6257,N,11704.2339,W,1,09,1.2,161.8,M,-34.8,M,,0000*6E
$GPGGA,180528.507,3246.6255,N,11704.2333,W,1,09,1.2,161.0,M,-34.8,M,,0000*61
$GPGGA,180529.507,3246.6253,N,11704.2332,W,1,08,1.4,160.9,M,-34.8,M,,0000*68
$GPGGA,180530.507,3246.6250,N,11704.2332,W,1,07,1.4,160.8,M,-34.8,M,,0000*6D
$GPGGA,180531.507,3246.6249,N,11704.2332,W,1,07,1.4,160.7,M,-34.8,M,,0000*6B
$GPGGA,180532.507,3246.6248,N,11704.2332,W,1,08,1.3,160.6,M,-34.8,M,,0000*60
$GPGGA,180533.507,3246.6245,N,11704.2333,W,1,08,1.2,160.4,M,-34.8,M,,0000*6E
$GPGGA,180534.507,3246.6244,N,11704.2333,W,1,09,1.2,160.3,M,-34.8,M,,0000*6E
$GPGGA,180535.507,3246.6243,N,11704.2332,W,1,08,1.2,159.7,M,-34.8,M,,0000*66
$GPGGA,180536.507,3246.6242,N,11704.2331,W,1,09,1.2,159.5,M,-34.8,M,,0000*64
$GPGGA,180537.507,3246.6241,N,11704.2329,W,1,09,1.2,159.2,M,-34.8,M,,0000*68
$GPGGA,180538.507,3246.6240,N,11704.2328,W,1,09,1.2,159.1,M,-34.8,M,,0000*64
$GPGGA,180539.507,3246.6238,N,11704.2329,W,1,09,1.2,159.1,M,-34.8,M,,0000*6B
$GPGGA,180540.507,3246.6239,N,11704.2328,W,1,09,1.2,159.1,M,-34.8,M,,0000*65
$GPGGA,180541.507,3246.6239,N,11704.2327,W,1,09,1.2,159.1,M,-34.8,M,,0000*6B
$GPGGA,180542.507,3246.6238,N,11704.2329,W,1,09,1.2,159.1,M,-34.8,M,,0000*67
$GPGGA,180543.507,3246.6238,N,11704.2329,W,1,09,1.2,159.1,M,-34.8,M,,0000*66
$GPGGA,180544.507,3246.6238,N,11704.2328,W,1,08,1.3,159.1,M,-34.8,M,,0000*60
$GPGGA,180545.507,3246.6239,N,11704.2327,W,1,08,1.3,159.1,M,-34.8,M,,0000*6F
$GPGGA,180546.507,3246.6239,N,11704.2326,W,1,08,1.3,159.1,M,-34.8,M,,0000*6D
$GPGGA,180547.507,3246.6239,N,11704.2326,W,1,07,1.5,159.0,M,-34.8,M,,0000*64
$GPGGA,180548.507,3246.6239,N,11704.2326,W,1,07,1.5,159.0,M,-34.8,M,,0000*6B
$GPGGA,180549.507,3246.6238,N,11704.2326,W,1,08,1.3,159.0,M,-34.8,M,,0000*62
$GPGGA,180550.507,3246.6238,N,11704.2326,W,1,08,1.3,158.9,M,-34.8,M,,0000*62
$GPGGA,180551.507,3246.6236,N,11704.2326,W,1,08,1.3,158.7,M,-34.8,M,,0000*63
$GPGGA,180552.507,3246.6234,N,11704.2324,W,1,08,1.3,158.5,M,-34.8,M,,0000*62
$GPGGA,180553.507,3246.6235,N,11704.2324,W,1,08,1.3,158.5,M,-34.8,M,,0000*62
$GPGGA,180554.507,3246.6235,N,11704.2325,W,1,08,1.3,158.6,M,-34.8,M,,0000*67
$GPGGA,180555.507,3246.6236,N,11704.2326,W,1,08,1.3,158.6,M,-34.8,M,,0000*66
$GPGGA,180556.507,3246.6236,N,11704.2325,W,1,08,1.3,158.5,M,-34.8,M,,0000*65
$GPGGA,180557.507,3246.6237,N,11704.2325,W,1,08,1.3,158.6,M,-34.8,M,,0000*66
$GPGGA,180558.507,3246.6237,N,11704.2325,W,1,08,1.3,158.4,M,-34.8,M,,0000*6B
$GPGGA,180559.507,3246.6237,N,11704.2326,W,1,08,1.3,158.5,M,-34.8,M,,0000*68
