// Track 1 -- infornt of eng to mid road3

3246.6462,N,11704.2287,W
3246.6463,N,11704.2286,W
3246.6465,N,11704.2286,W
3246.6466,N,11704.2286,W
3246.6467,N,11704.2286,W
3246.6467,N,11704.2286,W
3246.6467,N,11704.2286,W
3246.6466,N,11704.2282,W
3246.6463,N,11704.2277,W
3246.6462,N,11704.2275,W
3246.6461,N,11704.2271,W
3246.6457,N,11704.2264,W
3246.6455,N,11704.2260,W
3246.6454,N,11704.2257,W
3246.6453,N,11704.2253,W
3246.6450,N,11704.2250,W
3246.6448,N,11704.2244,W
3246.6443,N,11704.2236,W
3246.6444,N,11704.2233,W
3246.6443,N,11704.2230,W
3246.6442,N,11704.2226,W
3246.6444,N,11704.2224,W
3246.6443,N,11704.2220,W
3246.6443,N,11704.2218,W
3246.6443,N,11704.2212,W
3246.6441,N,11704.2199,W
3246.6440,N,11704.2194,W
3246.6439,N,11704.2188,W
3246.6436,N,11704.2179,W
3246.6439,N,11704.2175,W
3246.6436,N,11704.2169,W
3246.6439,N,11704.2163,W
3246.6441,N,11704.2159,W
3246.6441,N,11704.2153,W
3246.6441,N,11704.2148,W
3246.6440,N,11704.2145,W
3246.6442,N,11704.2136,W
3246.6441,N,11704.2129,W
3246.6442,N,11704.2121,W
3246.6446,N,11704.2119,W
3246.6447,N,11704.2117,W
3246.6444,N,11704.2117,W
3246.6446,N,11704.2116,W
3246.6445,N,11704.2112,W
3246.6447,N,11704.2104,W
3246.6445,N,11704.2099,W
3246.6443,N,11704.2096,W
3246.6441,N,11704.2095,W
3246.6443,N,11704.2087,W
3246.6440,N,11704.2084,W
3246.6442,N,11704.2071,W
3246.6444,N,11704.2058,W
3246.6446,N,11704.2054,W
3246.6447,N,11704.2051,W
3246.6449,N,11704.2050,W
3246.6450,N,11704.2049,W
3246.6452,N,11704.2048,W
3246.6453,N,11704.2046,W
3246.6454,N,11704.2045,W
3246.6455,N,11704.2045,W
3246.6454,N,11704.2045,W
3246.6454,N,11704.2046,W
3246.6453,N,11704.2047,W
