//Track 3 

3246.6291,N,11704.1985,W
3246.6292,N,11704.1985,W
3246.6292,N,11704.1984,W
3246.6293,N,11704.1984,W
3246.6293,N,11704.1984,W
3246.6293,N,11704.1984,W
3246.6293,N,11704.1984,W
3246.6293,N,11704.1984,W
3246.6293,N,11704.1983,W
3246.6293,N,11704.1984,W
3246.6293,N,11704.1988,W
3246.6291,N,11704.1994,W
3246.6292,N,11704.2000,W
3246.6292,N,11704.2008,W
3246.6291,N,11704.2009,W
3246.6292,N,11704.2014,W
3246.6296,N,11704.2024,W
3246.6297,N,11704.2029,W
3246.6296,N,11704.2035,W
3246.6297,N,11704.2043,W
3246.6298,N,11704.2051,W
3246.6300,N,11704.2061,W
3246.6300,N,11704.2063,W
3246.6301,N,11704.2069,W
3246.6300,N,11704.2078,W
3246.6300,N,11704.2085,W
3246.6300,N,11704.2091,W
3246.6298,N,11704.2099,W
3246.6298,N,11704.2102,W
3246.6298,N,11704.2106,W
3246.6300,N,11704.2115,W
3246.6301,N,11704.2120,W
3246.6299,N,11704.2123,W
3246.6297,N,11704.2129,W
3246.6296,N,11704.2133,W
3246.6297,N,11704.2138,W
3246.6296,N,11704.2140,W
3246.6297,N,11704.2144,W
3246.6298,N,11704.2146,W
3246.6296,N,11704.2152,W
3246.6297,N,11704.2159,W
3246.6297,N,11704.2164,W
3246.6295,N,11704.2166,W
3246.6292,N,11704.2169,W
3246.6293,N,11704.2177,W
3246.6291,N,11704.2180,W
3246.6289,N,11704.2187,W
3246.6286,N,11704.2189,W
3246.6286,N,11704.2196,W
3246.6287,N,11704.2199,W
3246.6290,N,11704.2203,W
3246.6289,N,11704.2207,W
3246.6287,N,11704.2215,W
3246.6286,N,11704.2221,W
3246.6285,N,11704.2226,W
3246.6284,N,11704.2235,W
3246.6285,N,11704.2240,W
3246.6285,N,11704.2244,W
3246.6284,N,11704.2249,W
3246.6282,N,11704.2258,W
3246.6281,N,11704.2263,W
3246.6281,N,11704.2265,W
3246.6279,N,11704.2270,W
3246.6277,N,11704.2277,W
3246.6276,N,11704.2283,W
3246.6276,N,11704.2289,W
3246.6275,N,11704.2298,W
3246.6275,N,11704.2305,W
3246.6274,N,11704.2310,W
3246.6273,N,11704.2315,W
3246.6271,N,11704.2320,W
3246.6269,N,11704.2323,W
3246.6269,N,11704.2327,W
3246.6268,N,11704.2330,W
3246.6267,N,11704.2333,W
3246.6268,N,11704.2335,W
3246.6267,N,11704.2335,W
3246.6266,N,11704.2336,W
3246.6267,N,11704.2337,W
3246.6267,N,11704.2337,W
3246.6268,N,11704.2338,W
3246.6267,N,11704.2338,W
3246.6267,N,11704.2337,W
3246.6267,N,11704.2338,W
3246.6267,N,11704.2338,W
3246.6267,N,11704.2338,W
3246.6267,N,11704.2337,W
3246.6267,N,11704.2337,W
3246.6267,N,11704.2337,W
3246.6267,N,11704.2336,W
